it	posterior	prior	BD_lik	root_age	death_age	hypL	hypM	lambda_0	lambda_1	lambda_2	lambda_3	lambda_4	lambda_5	lambda_6	lambda_7	lambda_8	lambda_9	lambda_10	lambda_11	lambda_12	lambda_13	mu_0	mu_1	mu_2	mu_3	mu_4	mu_5	mu_6	mu_7	mu_8	mu_9	mu_10	mu_11	mu_12	mu_13	tot_length
0	-8016.858276152473	-137.13297740688637	-7879.725298745587	265.4383064937797	0.0	1.1	1.1	0.38327414991199393	0.33911059756617234	0.48619376657395236	0.20696278929885437	0.3456437630537554	0.10002752560018782	0.4516537591611274	0.4406105061557434	0.34724821990800364	0.25864944200102513	0.19074835895885767	0.23982604185399503	0.23468325398786866	0.1311465427874667	0.5733380125680677	0.14890559096479583	0.4170360389201907	0.5054147560648831	0.11377948288131785	0.2947767673305418	0.32907776009595135	0.1704702795700185	0.3872726245722722	0.2004046428232293	0.19309432969711043	0.2860425946679275	0.18411874115231353	0.2665518834412527	14852.51076127854
100000	-1088.6002113332622	-61.192570084914955	-1027.4076412483473	265.4383064937797	0.0	17.85033441559336	18.67197912585129	0.1199524069185904	0.012831906702613784	0.009746209625302581	0.052685656478723836	0.03371358596346474	0.03501105000248315	0.03684284589090199	0.03827690795155599	0.020071583945415833	0.0008548880214639203	0.0015911790270253337	0.0003413630897069161	0.0027129711482258203	0.0020321118418422193	0.0023231144617678586	0.007717274782451142	0.001262982495531363	0.04911566961483142	0.003834459850180869	0.0005262259354286943	0.0021553199399425745	0.003109073287042003	0.003207479603428555	0.01247749357577501	0.005795244593019701	0.0010277136862385336	6.164241795725945e-05	0.00026961144086984763	14852.51076127854
200000	-1088.4421040238326	-58.36767839678922	-1030.0744256270434	265.4383064937797	0.0	19.182375197369453	19.99241268726326	0.032228956500433205	0.003017388277678601	0.006372404881408152	0.0565862941562372	0.04185515815347925	0.03582010247158634	0.03774544827929112	0.03484430445610869	0.016316169257700425	0.0002751447498227566	0.0021762253337964206	0.0009805661745227103	0.0008563177597249725	0.0003607498521217488	0.06481184768298459	0.0034366070254733816	0.005126833208553145	0.01567631918257812	0.0017385226293416675	0.004660727584340458	0.0009169337822986502	0.002664216876045094	0.0034196020709372976	0.012495131153517235	0.0031579444212425883	0.001169149679363653	0.000163900234476782	0.0016625788209232782	14852.51076127854
300000	-1093.060670460163	-59.46563416436559	-1033.5950362957974	265.4383064937797	0.0	19.187155950392235	19.56968308785116	0.07897037896284868	0.02583160155732261	0.0025659690047792456	0.040503893147556404	0.052267942381286764	0.04649783751184114	0.038426979491335694	0.041362187887401404	0.02291982147420805	0.00013636205138883834	0.0014056756347197229	0.00031578829398394977	0.0027235411118348945	0.001211430943996589	0.014922265928387904	0.003488364343168099	0.00968677992782433	0.011174261154525859	4.789482163264469e-05	0.00013867165145232323	0.014148416102523508	0.002930761528928135	0.003738799684711129	0.009841406102711147	0.006320190977461617	0.0019527629645376436	0.0006839019520175631	0.0032219905073474567	14852.51076127854
400000	-1090.011588019364	-61.04135650376721	-1028.9702315155967	265.4383064937797	0.0	18.80465346168716	19.080723913843013	0.12172932510894434	0.033498749716960666	0.00783723917556059	0.08783196317279293	0.05810847059625682	0.04206858742505353	0.0372362907282802	0.03410851246688805	0.019551734514172383	0.0014500013751029257	0.001403236838484172	0.0015724838022672053	0.002343964703368757	0.0004228938823760956	0.0005696134333664867	0.009758523922376805	0.0075965031093464756	0.019308177263184702	0.006143003951257629	0.00033848581794160434	0.0020670040873940736	0.0010663438894576512	0.004000322925348434	0.012055249169231548	0.00703444551754802	0.0006974472545321719	0.0012299815985792782	0.0032247840244104026	14852.51076127854
500000	-1090.8198914492	-59.490218916293436	-1031.3296725329064	265.4383064937797	0.0	18.93752450847906	19.263015284131907	0.02076431921131313	0.0389582091504477	0.05744815760497919	0.04900886653760469	0.05819672408109407	0.036683816047081125	0.0350769578386209	0.025838848438903855	0.013509327215093427	0.0005424339603949784	0.002559577493789306	0.000996810655387148	0.0029552744780828493	0.0004956819066425438	0.03755475419935124	0.027264076637055202	0.007129360505148492	0.0030965104624593957	0.011678396732192385	0.003979985529802856	0.004196648965759165	0.0016406227651018165	0.0031371048008249827	0.014080427992620043	0.005203672926084798	0.0007070432622119854	0.00012321556997393362	0.0012581575458727222	14852.51076127854
600000	-1098.7439588289114	-62.03595589690102	-1036.7080029320105	265.4383064937797	0.0	19.253236882527254	15.632801639496334	0.013670914606909263	0.002378417918686433	0.004950020970236214	0.1213306121139362	0.061646305429298026	0.018342156684211738	0.04727369830653039	0.03325303307333757	0.018649494267137464	0.00026823073707115183	0.002478713606504637	0.0012714474001465637	0.0033573592901882496	0.0018489139624082158	0.024006478958650983	0.009072777539159317	0.014311934528164151	0.014445678681942907	0.003370444528308377	0.001139200757322165	0.0052152919959167834	0.006199241173018029	0.002651083606426291	0.007611559455039413	0.007344266946869953	0.002951486806313761	2.0340387681632007e-05	0.0009390572735290118	14852.51076127854
700000	-1087.7650881099564	-61.147487734072435	-1026.617600375884	265.4383064937797	0.0	16.13237723240936	19.097499699331035	0.1004691885850314	0.029429267131014694	0.0018412168642386688	0.05665732193591258	0.04729996673156387	0.024888866669620223	0.024619511216637094	0.04116763290654555	0.01649581997914625	0.0006717324056407827	0.0006154505597564997	0.000836140512588871	0.00445641689014448	0.0012247726643014112	0.022103004202985565	0.019266601097702202	0.0063649160400914475	0.0055221187943059625	0.0011299448298968708	0.0017906837317985386	0.0036656702500835227	0.0008456129392177849	0.0035889250507891443	0.012807825779229206	0.006636473253023802	0.0034537767972430025	0.00010470561859859091	0.0008036097921422912	14852.51076127854
800000	-1099.268300174685	-64.06582496504103	-1035.202475209644	265.4383064937797	0.0	17.214049834291234	16.014388281389557	0.07867331897092017	0.0014644316309475615	0.0353225332042055	0.05839458498555294	0.06102990364385244	0.032032153857093695	0.02643203796819465	0.02903701924536698	0.01605855953979603	0.0011228789523111827	0.00027855772068129326	0.0011016232584964594	0.005117512693471708	0.0012506102044896894	0.0025112015414272	0.040022313778021214	0.09427979358549027	0.011590886279941474	0.004109745492408107	0.0007539525235612307	0.011126321395132439	0.0018650755935660753	0.0021522972374254357	0.013358711963841951	0.004737942402833067	0.0004197226697175851	0.001917504081890637	0.0011316939245590517	14852.51076127854
900000	-1097.0085099674168	-62.298119577668054	-1034.7103903897487	265.4383064937797	0.0	19.350850681810854	15.463312946694723	0.043747479002214984	0.0497010085842003	0.005253480716487927	0.05761565013588422	0.03882170390330115	0.03433982971228833	0.027310786448940853	0.03961402802718215	0.020944088675091763	0.0017887477901377775	0.0036953334108338304	0.00048768447711407264	0.0012357080804919053	0.0006380646495212852	0.05232135971462065	0.02561107602055837	0.029262994611185703	0.0012822867484968527	0.004380044434463051	0.0004829935194618831	0.004995178114323623	0.0011214337146265906	0.0029243189848678856	0.016249794751452714	0.004766988669235095	0.0012307723662852246	0.0010315966501848622	0.002526048651016952	14852.51076127854
