it	posterior	prior	BD_lik	root_age	death_age	hypL	hypM	lambda_0	lambda_1	lambda_2	lambda_3	lambda_4	lambda_5	lambda_6	lambda_7	lambda_8	lambda_9	lambda_10	lambda_11	lambda_12	lambda_13	lambda_14	lambda_15	mu_0	mu_1	mu_2	mu_3	mu_4	mu_5	mu_6	mu_7	mu_8	mu_9	mu_10	mu_11	mu_12	mu_13	mu_14	mu_15	tot_length
2600000	-1232.1322679749392	-78.58509711791379	-1153.5471708570253	308.6682502550905	0.0	13.09330775755033	18.87682061976933	0.12350147486611861	0.04916578555784216	0.13300355516917173	0.004599354367866915	0.04748749079256287	0.0729658643157041	0.03083696707348351	0.02319806387209145	0.02862291798216426	0.03941323682838086	0.017292584795763864	0.005113376535152791	0.002632178779829841	0.0017296590181177065	0.0014484685731574187	0.0009438924862815001	0.08228517497796078	0.04599679128690064	0.018604033223483453	0.02676938880669208	0.010129095041470021	0.0031103700601719936	0.009517716492794285	0.0008634448104003374	0.005063511275921559	0.004754467683878848	0.004936583066941226	0.010092727195577106	0.006807968336293715	0.0006614992436569355	0.0009138658458922058	0.0008615345460208768	14334.870283625174
2700000	-1234.9401755862507	-77.22293793977357	-1157.717237646477	308.6682502550905	0.0	18.13046153068515	15.758595403467792	0.0678468175456278	0.008571392856224332	0.08935641566083985	0.008602721354711868	0.0160623735400625	0.14064641630433766	0.07484219032226119	0.03454224867911356	0.04401676142761286	0.04360395344495996	0.02128839140877997	0.004386406422635009	0.0007642099903422878	0.002648788539599258	0.0029201183798251455	0.0015477610794780684	0.06152918339712579	0.0316975851540443	0.008194659698307464	0.015338052948066906	0.009905349437041949	0.005700190535217223	0.006172354740347871	0.008551820943796262	0.007210462439215508	0.002524910691810491	0.006855524669857523	0.01343641527680517	0.009608415854441332	0.00030107984633990213	0.0003221257062537842	0.002331026680855562	14334.870283625174
2800000	-1229.0479130846418	-74.21411404891064	-1154.833799035731	308.6682502550905	0.0	18.815689241217836	19.269765398768214	0.0371503394437602	0.03679807325078599	0.04659544048008813	0.005320867149637019	0.018783711115115485	0.08692298859696126	0.0833321987397821	0.024143244075512934	0.025982745476645027	0.04423376176269974	0.017742545611089226	0.004893345038896612	0.003024546000959078	0.0020862971182383345	0.0016925669248096323	0.0016271901814156854	0.10612409142697876	0.008018275979538716	0.10076062506298203	0.0018401603363342712	0.025668723140364984	0.006026604964205293	0.00038974094157113174	0.0033354172943582533	0.0026408368371675364	0.003346107596888868	0.00756956410657413	0.014174217467974544	0.0037650346823499903	0.0008665037990982622	0.0009154887887179492	0.00022767218001823065	14334.870283625174
2900000	-1243.3401471969805	-82.24361540653862	-1161.096531790442	308.6682502550905	0.0	14.0124475580386	18.25797058048332	0.2720264847807215	0.19102994691623154	0.05380193414592235	0.016461792678147735	0.013302191020877261	0.06299655982928117	0.06692296821362004	0.03054026952134652	0.0389099447449304	0.03868584253196991	0.017147079034826006	0.007154762886611712	0.0014231650041575655	0.0009174962250963502	0.0015325873917217197	0.002197176589727924	0.1465236565375424	0.0022720614428117566	0.06657985229123482	0.011738640619399797	0.006377469380085524	0.004613663462931632	0.007205084730717109	0.004876164044796664	0.006181171036123671	0.002743145604630433	0.007067108530077565	0.008343299855336309	0.00591560817541128	0.00548412172737415	0.0022613174231755615	0.0007955467814172742	14334.870283625174
3000000	-1236.5899573293098	-75.28202569274954	-1161.3079316365602	308.6682502550905	0.0	17.479854687789494	18.234733585937978	0.016749775943540417	0.07764678145424532	0.027785970062850555	0.005302811691785313	0.007125514807247788	0.05593460932541804	0.08229963452399607	0.028144563497721164	0.038577223874932204	0.038624222013339246	0.0181381467078317	0.006039312555515436	0.0030151768284451368	0.0021498313072166007	0.0037923140248686295	0.0012305279939013375	0.1656114126745265	0.006278320027134994	0.05810803252014774	0.0034936692054521215	0.012481643880646027	0.01682620539866469	0.00904620029464478	0.012244545833510312	0.00931206344464377	0.006859184585598221	0.008699285273499103	0.0160629082453903	0.008652666125513402	0.0005091195853788177	0.00022707016990968775	0.0019625870304110175	14334.870283625174
3100000	-1246.6603062754716	-86.60456003257055	-1160.055746242901	308.6682502550905	0.0	16.128883277114316	19.191969897474994	0.30658505669618685	0.14562880014220642	0.05145138862342349	0.013473111675279186	0.033356109782386935	0.12912369370967477	0.08052587996223778	0.015394881759295766	0.04973965202836507	0.03581464585299451	0.02163483504219451	0.005041142907395224	0.0018698012872094604	0.00325293211033464	0.0018415110453051913	0.0019506529378922677	0.19234407104092	0.15133728216696643	0.04787342250049453	0.06323301864995798	0.04487684924396927	0.006735325234132205	0.01181553872655734	0.005173446824268928	0.011436708112441433	0.004714817399319224	0.00766615133894148	0.013044917416864135	0.004340803221742725	0.0008403096593336118	0.000444599687224227	0.0011313113914497618	14334.870283625174
3200000	-1231.0321087551888	-76.00175030517768	-1155.0303584500111	308.6682502550905	0.0	19.838415306149223	18.187491509823282	0.027967691299950734	0.03197004613971676	0.02215277532750789	0.022842190752891095	0.005687757535032756	0.04210230907349549	0.05612862968816918	0.03612044035508162	0.03314182548110227	0.04339343779249366	0.0193299061889551	0.007036365424001649	0.0014617917716267946	0.002534629559402309	0.0019297505503635243	0.0013233127119810252	0.2601954839189129	0.014075052859345677	0.05466808399266681	0.04240646212408303	0.06306347635260544	0.01873039221561331	0.00026724386971714906	0.002582817547023156	0.005888150615166486	0.003133511347099553	0.004290554817157494	0.017614413506138314	0.007796550020450794	0.0009643609372675297	0.0007219106321031074	0.0007076673024406388	14334.870283625174
3300000	-1242.2407738977631	-82.24759078802848	-1159.9931831097347	308.6682502550905	0.0	19.453367164734725	19.517037479675974	0.4162311279593907	0.035836209043424425	0.10154476205618063	0.06029156155930033	0.034245031257631266	0.09175275590868334	0.057777570887028964	0.02719109528620023	0.033079972929126324	0.05440298435208195	0.021539439875498438	0.0031433000848185826	0.002241124443414618	0.0007622746295304536	0.002794925050474434	0.001836817935467959	0.10057257007871619	0.015520633384115023	0.03994105296136148	0.022235860534114898	0.02825401390162559	0.028913388252613217	0.007108117139319976	0.012481348956963996	0.003133584866668885	0.004065407868814785	0.004755983222680485	0.01565785630990794	0.0035784948072601	0.0005612850466508879	0.002296365066537729	0.00019984272322616834	14334.870283625174
3400000	-1234.4140329153606	-77.86038227796134	-1156.5536506373992	308.6682502550905	0.0	16.121915041184213	19.785975994311134	0.06464474089469964	0.07411028410801533	0.04454992999125916	0.002661185185439462	0.01765830746986034	0.060432132025353864	0.05863795894549712	0.05063573693856912	0.04391966099493173	0.04728655672151919	0.020824276674824338	0.005467181573705155	0.0021770668890340565	0.0004862906854928228	0.00393462171431301	0.0029061750413639344	0.26911879579381626	0.019818952583962726	0.01986230316389771	0.006627668003205962	0.015423895422615866	0.025449039272547394	0.007351152588171178	0.006157229525347708	0.0036396654581838488	0.0035609420577724506	0.007342014371155523	0.013041377402350016	0.005755993690733006	0.0018096610338689612	0.0004586922668167891	0.0011092118002133825	14334.870283625174
3500000	-1232.3716705671736	-76.41619946233064	-1155.955471104843	308.6682502550905	0.0	15.560360586242004	19.386374950485827	0.13129234764291495	0.008683646582104307	0.08701653215753383	0.006911003171929762	0.04434810115115302	0.0444548484394748	0.06671681251173252	0.02789950654343682	0.039634475529527646	0.028760208875230384	0.012233780863891664	0.004086463102862629	0.002004561778580107	0.0017885157580056102	0.0027791158835041184	0.001609492555056088	0.11980155057715906	0.02764149385977808	0.00035690889930870554	0.045689464943089286	0.00864861120847643	0.0009611856737216594	0.003965347060196202	0.0038748347037359807	0.00608266052079557	0.005496031297371782	0.00562001687640764	0.012871242549069824	0.006911979944832494	0.0013764252160104993	0.0004606481219985536	0.000325660434647604	14334.870283625174
