it	posterior	prior	BD_lik	root_age	death_age	hypL	hypM	lambda_0	lambda_1	lambda_2	lambda_3	lambda_4	lambda_5	lambda_6	lambda_7	lambda_8	lambda_9	lambda_10	lambda_11	lambda_12	lambda_13	lambda_14	lambda_15	mu_0	mu_1	mu_2	mu_3	mu_4	mu_5	mu_6	mu_7	mu_8	mu_9	mu_10	mu_11	mu_12	mu_13	mu_14	mu_15	tot_length
0	-9031.90951650307	-159.82350619738563	-8872.086010305684	308.0345691306754	0.0	1.1	1.1	0.336089503593492	0.3797838867889663	0.20766667092388175	0.11240034673835209	0.1339078119561549	0.10050114242304967	0.17636700543208267	0.13845041427955843	0.5882237236690557	0.18798290734211182	0.14277925511306905	0.1724619684196776	0.30570201864278645	0.34764921910796165	0.6421759521406452	0.351728786631822	0.2998962194204542	0.1946912700613922	0.12353311596871631	0.2354604055035537	0.12277842324770533	0.3147110994776726	0.12136136988825767	0.18390119092902213	1.012489813023633	0.2139734682902311	0.21735676736700663	0.18845914434033895	0.13058746488990952	0.3958313137653633	0.33597390394641347	0.30840832899861337	14230.540531135859
100000	-1242.0360527990488	-79.48688617337291	-1162.549166625676	308.0345691306754	0.0	16.84884575996688	17.023182198070007	0.1782390577810147	0.03481598093061345	0.10410610327229412	0.012901267739131968	0.004687043519532545	0.0938309271056183	0.06230421351656714	0.04412896888378223	0.024320029108312848	0.0458805945772924	0.020584044745393357	0.009903194770313272	0.006333155696719222	0.000662257513675254	0.0027549682236864877	0.0016189267486799671	0.022773599720955776	0.02022443254960817	0.05476180049155866	0.07910212265942536	0.003587336251034518	0.011787352801945448	0.0014330881326752188	0.01493547862238372	0.009412654616595023	0.004936952083604364	0.005619408320833577	0.01097959384206407	0.0063504644171869275	0.00022733194385386393	0.00021659507113380423	4.233399572138824e-05	14230.540531135859
200000	-1238.780613071419	-74.8149072809064	-1163.9657057905126	308.0345691306754	0.0	19.46515877867993	19.987321026876227	0.10411116958599582	0.02580151326139919	0.13198367150032275	0.03289757533118525	0.020614814466034078	0.03537339163998013	0.06074042694511007	0.03578615023616448	0.043381407723053184	0.030166060805876777	0.018675519527774923	0.005731631276064802	0.0024217979318454782	0.0013290591627089553	0.004978030299137417	0.0019499137011290168	0.05268201785335776	0.05988465089533158	0.015327224616789425	0.04439170377166201	0.06381351657195805	0.008078712408646034	0.003909900963918567	0.015495320188084461	0.010247155722208637	0.00289923846394881	0.005100942261626003	0.008958873212356742	0.008644529496627765	0.000981991108218001	0.0011028141910220323	0.0031126358191080963	14230.540531135859
300000	-1235.091474433915	-73.98474017978073	-1161.1067342541342	308.0345691306754	0.0	19.46382188024978	19.905017618259752	0.05665553816905725	0.010134810290483654	0.027400735519452275	0.02789375287252303	0.02606047976817887	0.09342138496645606	0.0774158813298282	0.020056852389764433	0.04367937739398913	0.0496823174862236	0.011773276106683566	0.008994419050917407	0.000948894900883375	0.0004259479194220299	0.003990758453259285	0.0015864154010682052	0.14283716065575322	0.004899493054807988	0.005108928203448198	0.04707836004317726	0.036434894152743626	0.005079505147216515	0.00967479117257177	0.005627979108394986	0.013655947555467602	0.005761403154617833	0.0043776355032928375	0.008927491797763872	0.007125714147073	0.0001867717205384374	0.000795739400519165	0.0005662022528357105	14230.540531135859
400000	-1231.6653720980923	-77.90947613175126	-1153.755895966341	308.0345691306754	0.0	19.4908577370351	17.48220398899589	0.10036301949367177	0.048411407693774715	0.05708241301238344	0.015658717273257964	0.03869514296449363	0.1516929309877394	0.0678530564035836	0.02719307709861936	0.044927026989002194	0.037817324531237276	0.020175759537582535	0.0062174573557904796	0.0013545978424382877	0.00021470061986041377	0.003722018437830806	0.0017171238061146877	0.11798060463548468	0.008472134197616004	0.023862177242436916	0.03173880639991056	0.003058805208085805	0.0355955440260325	0.004144394313859312	0.0038773497202788435	0.007501289245703651	0.006046882376418017	0.006020477195457433	0.010211134985875236	0.008097907422532335	0.00029759767267943026	0.000563674705980865	0.000507675539047055	14230.540531135859
500000	-1234.9208753623338	-73.96052831300192	-1160.9603470493319	308.0345691306754	0.0	19.217323164378254	19.53900319547485	0.08091201715667896	0.021671663179582253	0.08202258177834956	0.02685577530599415	0.03360527996449774	0.06984588147178444	0.04606883026190359	0.035586774206137484	0.04682042312984025	0.04400726690097598	0.01676210819666146	0.00881167004044261	0.0015575361331240949	0.0008503733694793314	0.003915595388371596	0.0017770976306091882	0.005343617558852588	0.10951850408252148	0.0003246209751393568	0.016866609464222786	0.009296972364263991	0.01146137055154269	0.015366420503973629	0.009817945281182818	0.008725619163908361	0.001898759975505471	0.006115231611548642	0.009133928735390599	0.005942265894209991	6.897388344646571e-05	0.0006678742597956343	0.0010577009527642496	14230.540531135859
600000	-1232.113003776817	-74.68288628335998	-1157.4301174934571	308.0345691306754	0.0	19.92706447303674	19.662008212502474	0.1715805503996677	0.02513526907499577	0.0960812797346443	0.01845724252271362	0.00195616065725863	0.07614897929036489	0.06349359968828978	0.027689655061075305	0.023819196954476218	0.051317208763851395	0.017121215142310315	0.004104354544125513	0.0034730459748075846	0.0010938601213475755	0.0030164483921680902	0.0017681628651038128	0.038273724697548896	0.0036226503405696214	0.04843617137769496	0.03447574155948176	0.002414994992986951	0.008253892294921933	0.0004886246596522764	0.013211495108189322	0.011677665425601258	0.0037596264443713156	0.005251306790057208	0.014199074805063255	0.010512861629226293	0.0008188363854087719	9.099101351592058e-05	0.0010444446109033223	14230.540531135859
700000	-1247.6299383368244	-80.8171350703453	-1166.812803266479	308.0345691306754	0.0	18.526063803041524	16.930441903360816	0.08883423798073625	0.17679430484727215	0.07955862993217987	0.06911296837493588	0.0379122632282445	0.05302250988072285	0.05465561960325591	0.03485661582524316	0.054662693905632886	0.04031987345265558	0.018569746179564667	0.005527907328143158	0.0023778963716260914	0.0010421236620241768	0.0030497192394138457	0.0015274565745747358	0.11874171635041768	0.012964637186458596	0.013131771994384736	0.02278362900679478	0.013635786429847727	0.10854255725331592	0.009400795357390098	0.004417648088888915	0.011619575184438805	0.002970866259380359	0.004169243423555518	0.015325579321354858	0.01186005753383431	0.0009616404390861594	0.002786201854736409	0.0017328226531395559	14230.540531135859
800000	-1232.7980175573032	-74.59610396027733	-1158.2019135970259	308.0345691306754	0.0	18.674023705025597	18.294855968602196	0.09663869763912603	0.014826960360040322	0.10290564107513978	0.008415930151534995	0.04389459983276339	0.059236085484755695	0.06948901001016587	0.04276483022637613	0.023705186517561646	0.045881052079440765	0.01734361347105088	0.01061997288146299	0.0015478515364769527	0.0008289239276775508	0.003606498245455395	0.0009391616236776497	0.05094895323588365	0.00818843729390516	0.002817864415290179	0.04488630098671176	0.010269099071831574	0.01732048761443675	0.006507068466094332	0.013988039728542545	0.006993250171135026	0.006144721219846943	0.005248564723485582	0.008197806363494521	0.007281521485900508	0.0019973934271251955	0.000818083014560769	0.0007448489844481839	14230.540531135859
900000	-1236.8459393422195	-74.01669569389553	-1162.8292436483239	308.0345691306754	0.0	19.91479099002169	19.672593509791064	0.1037177992011822	0.0048489811790668426	0.026722144668187314	0.011435991949205348	0.020506359446403395	0.04710355672697523	0.06984505856328328	0.05135533834826439	0.04859575676676459	0.037865517990271484	0.018048674103369064	0.007527130783034713	0.0031628436027911085	0.0022697306088822963	0.004276107397671148	0.0012701865966103373	0.09799591879860667	0.03798234333823352	0.005610444285708749	0.07145056961173674	0.03990649871373984	0.020424520108952314	0.004861739635981985	0.014541447259524444	0.0038219831104556114	0.001273285307721764	0.004130135832006551	0.008754562583473388	0.009716508096135655	0.0006738073318554764	0.000213627453680698	0.0009598005765495941	14230.540531135859
1000000	-1240.078779747019	-81.82995408794798	-1158.2488256590711	308.0345691306754	0.0	18.07800996207366	19.356141509236224	0.17281558499375144	0.02798752238406082	0.18782262990896847	0.009255267179400383	0.0872787346872154	0.12425057152346697	0.05785468745973663	0.02898933305876236	0.02895690876192565	0.03954524987056773	0.014728206806046886	0.007955460240355322	0.000903340044804036	0.0008567754802755424	0.004860866706751646	0.0019220923209003517	0.07656192868458539	0.12207810545989121	0.05133079073321528	0.04019680721232844	0.0013901725560922181	0.038617687036607465	0.00332539177358655	0.015946715294122712	0.00794292585403153	0.004480586123654919	0.003625332510341722	0.010850124596770075	0.0122400168192083	0.0019516353127206564	0.00026637535279356466	0.0013396419265936982	14230.540531135859
